餐廳名稱,留言者,留言者身分,留言時間,星級評等,評論內容,留言者ID
台南花園夜市(週四、週六、週日營業),Yuchen Lee,在地嚮導 · 27 則評論 · 12 張相片,10 個月前,1 顆星,,https://www.google.com/maps/contrib/116389345180815088385/reviews?hl=zh-TW
台南花園夜市(週四、週六、週日營業),mie Lin,9 則評論 · 9 張相片,10 個月前,5 顆星,,https://www.google.com/maps/contrib/108208813922785271900/reviews?hl=zh-TW
台南花園夜市(週四、週六、週日營業),Marty Green,4 則評論 · 1 張相片,10 個月前,4 顆星,有各種各樣的食物可供嘗試和遊戲可供玩。人們更多的是購物——尤其是衣服——而不是食物。,https://www.google.com/maps/contrib/114757305879567114457/reviews?hl=zh-TW
台南花園夜市(週四、週六、週日營業),Simon S.,在地嚮導 · 213 則評論 · 581 張相片,10 個月前,5 顆星,"台南花園夜市位於台南市北區，被譽為南台灣最大的夜市。

夜市每週四、週六和週日開放，是個充滿活力且熙熙攘攘的目的地。擁有近400個攤位，堪稱台南最大的夜市。市場分為四大板塊：美食、潮流服飾、精品、娛樂。 …",https://www.google.com/maps/contrib/112056442255399727358/reviews?hl=zh-TW
台南花園夜市(週四、週六、週日營業),丁俊賢,在地嚮導 · 17 則評論,10 個月前,5 顆星,,https://www.google.com/maps/contrib/117582724562796105535/reviews?hl=zh-TW
台南花園夜市(週四、週六、週日營業),Jason Tok,在地嚮導 · 58 則評論 · 32 張相片,10 個月前,5 顆星,,https://www.google.com/maps/contrib/117004647728676291759/reviews?hl=zh-TW
台南花園夜市(週四、週六、週日營業),真的賢,3 則評論 · 3 張相片,10 個月前,5 顆星,,https://www.google.com/maps/contrib/117935019188471384979/reviews?hl=zh-TW
台南花園夜市(週四、週六、週日營業),彭湘伶,5 則評論 · 18 張相片,10 個月前,4 顆星,,https://www.google.com/maps/contrib/114995009608557579669/reviews?hl=zh-TW
台南花園夜市(週四、週六、週日營業),王詠祺,在地嚮導 · 19 則評論,10 個月前,5 顆星,,https://www.google.com/maps/contrib/112153768356697731105/reviews?hl=zh-TW
台南花園夜市(週四、週六、週日營業),蔣政君,在地嚮導 · 37 則評論 · 3 張相片,10 個月前,5 顆星,讚,https://www.google.com/maps/contrib/107300852108067637067/reviews?hl=zh-TW
台南花園夜市(週四、週六、週日營業),Allia Z,在地嚮導 · 16 則評論 · 193 張相片,10 個月前,5 顆星,,https://www.google.com/maps/contrib/115862577186847940471/reviews?hl=zh-TW
台南花園夜市(週四、週六、週日營業),kamakeso,"在地嚮導 · 405 則評論 · 1,890 張相片",10 個月前,5 顆星,"果然是古都台南最大的夜市，吃喝玩樂玩得盡興。
離台南站很遠，所以你可以使用Uber或出租車去Gaijin，但我可以乘坐公共汽車或步行，便宜。",https://www.google.com/maps/contrib/114134422501489476569/reviews?hl=zh-TW
台南花園夜市(週四、週六、週日營業),劉冬梅,在地嚮導 · 127 則評論 · 282 張相片,10 個月前,4 顆星,"人潮多
用餐攤位多
品項重覆性多
停車位不足",https://www.google.com/maps/contrib/110902229951517358629/reviews?hl=zh-TW
台南花園夜市(週四、週六、週日營業),Victor Chang,2 則評論,10 個月前,5 顆星,,https://www.google.com/maps/contrib/102612012098411240675/reviews?hl=zh-TW
台南花園夜市(週四、週六、週日營業),洪雪英,4 則評論 · 4 張相片,10 個月前,5 顆星,"每個都市的夜市都有一些不同特色的小吃，尤其是新住民的風味。
當天看到了周邊有24小時的清粥小菜，這對吃素的人是福音，因為有素食料理。",https://www.google.com/maps/contrib/107440251010402097399/reviews?hl=zh-TW
台南花園夜市(週四、週六、週日營業),馮月香,"在地嚮導 · 73 則評論 · 4,080 張相片",10 個月前,5 顆星,,https://www.google.com/maps/contrib/107375000083511600927/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,Elaine Chen,8 則評論 · 2 張相片,1 天前,2 顆星,不需要特別排隊買，死鹹沒什麼味道！,https://www.google.com/maps/contrib/106809675775521573988/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,Pei,在地嚮導 · 55 則評論 · 398 張相片,1 週前,3 顆星,"味道普通
點了豆乾、雞胗、鴨翅
先吃了很鹹的鴨翅，之後吃其他就沒什麼味道了",https://www.google.com/maps/contrib/112959023378589514134/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,Judy Tse,在地嚮導 · 8 則評論 · 25 張相片,1 週前,5 顆星,"滷味很入味，偏甜的但不會膩
但排隊的情況有待改善，要自己去直接排到阿姨前面，多人的時候會被插隊",https://www.google.com/maps/contrib/110134509780943788871/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,吳鈞揚,在地嚮導 · 141 則評論 · 88 張相片,2 週前,2 顆星,住台南這麼久吃過3次，但不覺得好吃，甜不辣太過軟爛，口感軟到常會嚇到人，米血炒三杯很香，但整個糊成一坨很惡心，雞翅、肉類口味不特別，滷到顏色黑嘛嘛的，個人覺得滷味顏色不適合這樣深⋯花園夜市人很多很擠，不用為了嘗味道去擠⋯不推,https://www.google.com/maps/contrib/110185317080393210385/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,堯,在地嚮導 · 14 則評論 · 5 張相片,2 週前,5 顆星,,https://www.google.com/maps/contrib/103074441898901040868/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,飛先生,14 則評論 · 2 張相片,2 週前,3 顆星,米血軟爛難吃 其他還行,https://www.google.com/maps/contrib/112051831895109197383/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,連祈禎,在地嚮導 · 31 則評論 · 26 張相片,2 週前,5 顆星,,https://www.google.com/maps/contrib/107668158664191814657/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,Ying yi Lin,在地嚮導 · 14 則評論 · 16 張相片,2 週前,5 顆星,鳥蛋超好吃,https://www.google.com/maps/contrib/100187962127704809834/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,楊酒窩,在地嚮導 · 478 則評論 · 104 張相片,2 週前,5 顆星,米血很好吃,https://www.google.com/maps/contrib/113365910834113111834/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,Kevin Lin,在地嚮導 · 15 則評論 · 1 張相片,3 週前,5 顆星,,https://www.google.com/maps/contrib/117485621091859456749/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,Jocelyn L,16 則評論 · 3 張相片,3 週前,5 顆星,,https://www.google.com/maps/contrib/103068500244971455457/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,Poyen Chang,在地嚮導 · 18 則評論 · 9 張相片,3 週前,5 顆星,,https://www.google.com/maps/contrib/111453808603494328612/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,SY M,20 則評論 · 3 張相片,3 週前,5 顆星,好吃,https://www.google.com/maps/contrib/106957949905205405426/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,林育婷,在地嚮導 · 20 則評論 · 3 張相片,3 週前,5 顆星,,https://www.google.com/maps/contrib/104331761529964123689/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,Chih-Wei Lin,在地嚮導 · 17 則評論 · 4 張相片,3 週前,5 顆星,超級好吃！,https://www.google.com/maps/contrib/107317591927288441568/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,Kk,11 則評論 · 3 張相片,3 週前,5 顆星,棒,https://www.google.com/maps/contrib/112878665221613094337/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,游瑄,在地嚮導 · 34 則評論 · 36 張相片,3 週前,5 顆星,,https://www.google.com/maps/contrib/108090686439997387355/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,邱筑翎,在地嚮導 · 23 則評論 · 5 張相片,3 週前,5 顆星,很棒,https://www.google.com/maps/contrib/109099514550805241878/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,賴怡甄,6 則評論 · 6 張相片,3 週前,5 顆星,,https://www.google.com/maps/contrib/103115038928793230481/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,杜怡慧,在地嚮導 · 124 則評論 · 407 張相片,3 週前,5 顆星,,https://www.google.com/maps/contrib/112803957893283034477/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,連佩貞,10 則評論 · 4 張相片,4 週前,5 顆星,,https://www.google.com/maps/contrib/111343561893290203257/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,joyce chen,2 則評論 · 5 張相片,4 週前,5 顆星,,https://www.google.com/maps/contrib/101124497896592552824/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,np s,5 則評論 · 14 張相片,4 週前,5 顆星,很入味好吃,https://www.google.com/maps/contrib/104044100945603834121/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,Esther Yi,在地嚮導 · 24 則評論 · 33 張相片,4 週前,5 顆星,,https://www.google.com/maps/contrib/113707541241391967775/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,軒尼詩,在地嚮導 · 24 則評論 · 8 張相片,4 週前,5 顆星,好吃,https://www.google.com/maps/contrib/112872422262942304863/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,Nai Kung,在地嚮導 · 63 則評論 · 115 張相片,4 週前,5 顆星,2號服務好,https://www.google.com/maps/contrib/107364704445612415781/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,Meowニョ,9 則評論 · 1 張相片,1 個月前,5 顆星,好好好吃,https://www.google.com/maps/contrib/104263076586643455803/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,賴柏廷,7 則評論 · 1 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/100914726588965645535/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,胡群峰,5 則評論,1 個月前,3 顆星,最後買兩次都已經冷掉的。,https://www.google.com/maps/contrib/117821579084852788086/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,Ling Ngai,5 則評論 · 3 張相片,1 個月前,5 顆星,很好👍🏻,https://www.google.com/maps/contrib/115183035151541119219/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,Snowbao,10 則評論 · 7 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/103216566981690749589/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,張芷瑄,2 則評論,1 個月前,5 顆星,,https://www.google.com/maps/contrib/118045759112419928497/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,李達達,3 則評論,1 個月前,5 顆星,,https://www.google.com/maps/contrib/106797375329509138424/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,韋仙,8 則評論 · 4 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/109053504952940266708/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,阿噗噗,7 則評論 · 1 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/104893869389084393336/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,莊Wc,3 則評論 · 1 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/110063227284053976217/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,"夏澄澄,",8 則評論 · 3 張相片,1 個月前,5 顆星,朝聖好多人排隊,https://www.google.com/maps/contrib/107018416778343447061/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,王思云,3 則評論,1 個月前,5 顆星,,https://www.google.com/maps/contrib/108302398096536380335/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,Allen粗粗,在地嚮導 · 47 則評論 · 34 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/100866947107310084502/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,傻瓜通訊,,1 個月前,5 顆星,,https://www.google.com/maps/contrib/101965656388667551680/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,恩恩,在地嚮導 · 89 則評論 · 7 張相片,1 個月前,5 顆星,好粗,https://www.google.com/maps/contrib/102074388000056250724/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,羅心妤,13 則評論 · 1 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/109655735771301377547/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,廖廖,5 則評論 · 1 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/108754915104303555440/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,葉庭瑀,1 則評論 · 1 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/104088953553214896487/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,李曉蓮,在地嚮導 · 33 則評論 · 15 張相片,1 個月前,5 顆星,好吃,https://www.google.com/maps/contrib/113792848210567932737/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,en Ch,在地嚮導 · 11 則評論 · 1 張相片,1 個月前,5 顆星,好吃,https://www.google.com/maps/contrib/111081604820481964725/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,府城成,"在地嚮導 · 105 則評論 · 1,135 張相片",1 個月前,5 顆星,"Google評論消費$100折10塊
1號ㄚ姨服務很好",https://www.google.com/maps/contrib/100104913123352896422/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,阿彥,1 則評論,1 個月前,5 顆星,,https://www.google.com/maps/contrib/110198678202665136477/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,洪媞葳,9 則評論 · 8 張相片,1 個月前,5 顆星,好吃,https://www.google.com/maps/contrib/117822157757240743784/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,SUNGHAO HSIEH,在地嚮導 · 68 則評論 · 125 張相片,1 個月前,5 顆星,先滷煮的喔！讚！,https://www.google.com/maps/contrib/110961016895588827092/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,玠宜吳,14 則評論 · 7 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/108772702027991165054/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,周衍儀,2 則評論,1 個月前,5 顆星,五號服務好,https://www.google.com/maps/contrib/112280847997356251116/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,邱敬翔,6 則評論 · 12 張相片,1 個月前,5 顆星,,https://www.google.com/maps/contrib/111911378753472168898/reviews?hl=zh-TW
二師兄古早味滷味（花園夜市創始總店）,Allen Liang,4 則評論,1 個月前,5 顆星,,https://www.google.com/maps/contrib/103667113435210277970/reviews?hl=zh-TW
